1: [('අ', 0.997379), ('ඳ', 0.904175), ('ඤ', 0.870864), ('ඉ', 0.874346), ('ඈ', 0.837499), ('ඇ', 0.830467), ('ආ', 0.815216), ('ෆ', 0.835982), ('ද', 0.73621), ('ල', 0.745132), ('ඊ', 0.750186), ('ත', 0.760819), ('ඒ', 0.721108), ('ම', 0.715258), ('උ', 0.68188), ('භ', 0.719015), ('ඛ', 0.711383), ('න', 0.690076), ('ඕ', 0.673819), ('ළ', 0.631681), ('හ', 0.662498), ('ග', 0.645616), ('ව', 0.634342), ('ඹ', 0.64038), ('ක', 0.635819), ('ඔ', 0.631457), ('ච', 0.613903), ('ඵ', 0.625738), ('ඞ', 0.621746), ('ප', 0.631509), ('එ', 0.608255), ('ට', 0.594198), ('ඟ', 0.614007), ('ජ', 0.603946), ('ථ', 0.594549), ('ඝ', 0.618342), ('බ', 0.585453), ('ර', 0.564419), ('ඏ', 0.584314), ('ඩ', 0.542803), ('ස', 0.57498), ('ශ', 0.544164), ('ඌ', 0.44923), ('ඪ', 0.493102), ('ධ', 0.488343), ('ඡ', 0.465931), ('ණ', 0.455139), ('ඬ', 0.424289), ('ය', 0.420645), ('ඨ', 0.41465), ('ඐ', 0.361144), ('ඣ', 0.28914), ('ඍ', 0.314975), ('ඖ', 0.280672), ('ෂ', 0.205699), ('ඓ', 0.12585), ('ඎ', 0.0)]
2: [('ආ', 0.998669), ('ඈ', 0.936613), ('ඤ', 0.953544), ('ඇ', 0.922913), ('ෆ', 0.878693), ('අ', 0.80747), ('ඌ', 0.801399), ('න', 0.810846), ('ල', 0.779162), ('භ', 0.733122), ('උ', 0.702224), ('ත', 0.720689), ('ග', 0.688758), ('ඳ', 0.641612), ('හ', 0.669707), ('ඟ', 0.663135), ('ක', 0.663242), ('ඐ', 0.641285), ('ළ', 0.616885), ('ඉ', 0.615423), ('ම', 0.601903), ('ඒ', 0.589526), ('ව', 0.575514), ('ඛ', 0.56803), ('ච', 0.550282), ('ඏ', 0.566659), ('ඞ', 0.539546), ('ණ', 0.527229), ('ථ', 0.508432), ('ඹ', 0.507497), ('ට', 0.496768), ('ඵ', 0.50466), ('එ', 0.505586), ('ශ', 0.501836), ('ඝ', 0.532972), ('ඔ', 0.498535), ('ඖ', 0.487523), ('ඕ', 0.495933), ('ප', 0.513046), ('ඊ', 0.470993), ('ඩ', 0.479812), ('ජ', 0.494384), ('ඣ', 0.478692), ('ඓ', 0.446801), ('බ', 0.451855), ('ධ', 0.420996), ('ඍ', 0.431967), ('ස', 0.447791), ('ඪ', 0.413456), ('ර', 0.380347), ('ඬ', 0.373671), ('ද', 0.301623), ('ය', 0.351017), ('ඨ', 0.332621), ('ඡ', 0.275034), ('ඎ', 0.258753), ('ෂ', 0.0)]
3: [('ඇ', 0.997726), ('ඈ', 0.997883), ('ආ', 0.939248), ('ඤ', 0.916705), ('අ', 0.837577), ('ඳ', 0.779391), ('උ', 0.774996), ('ල', 0.746756), ('ළ', 0.743064), ('ව', 0.758096), ('ෆ', 0.744191), ('ච', 0.732239), ('ම', 0.738172), ('න', 0.735323), ('ඛ', 0.727588), ('ඞ', 0.719294), ('භ', 0.710116), ('ට', 0.680981), ('ඌ', 0.652655), ('ත', 0.708847), ('ඒ', 0.640636), ('ඩ', 0.670164), ('ග', 0.666922), ('ණ', 0.651452), ('ඊ', 0.616723), ('ඹ', 0.646025), ('ඖ', 0.625145), ('ඔ', 0.637334), ('බ', 0.633121), ('ථ', 0.616909), ('හ', 0.637592), ('එ', 0.618828), ('ධ', 0.614305), ('ඟ', 0.644266), ('ඵ', 0.616987), ('ජ', 0.617828), ('ඉ', 0.613481), ('ක', 0.632649), ('ඐ', 0.572543), ('ර', 0.544372), ('ද', 0.520366), ('ඣ', 0.568979), ('ඕ', 0.571338), ('ඪ', 0.554169), ('ඏ', 0.570703), ('ඬ', 0.551501), ('ඝ', 0.568087), ('ශ', 0.538635), ('ප', 0.544374), ('ඓ', 0.472001), ('ඨ', 0.469535), ('ඍ', 0.492402), ('ස', 0.505383), ('ඡ', 0.446933), ('ය', 0.400337), ('ඎ', 0.291285), ('ෂ', 0.0)]
4: [('ඈ', 0.995003), ('ඇ', 0.990481), ('ආ', 0.960388), ('ඤ', 0.941261), ('අ', 0.849421), ('ඳ', 0.766592), ('උ', 0.769415), ('ල', 0.771084), ('ෆ', 0.79104), ('න', 0.768943), ('ව', 0.72701), ('ළ', 0.720935), ('ඌ', 0.69404), ('ම', 0.724314), ('භ', 0.730343), ('ච', 0.700787), ('ත', 0.732345), ('ඛ', 0.711419), ('ඞ', 0.693855), ('ග', 0.684797), ('ඒ', 0.646117), ('ට', 0.656457), ('හ', 0.65867), ('ඩ', 0.637722), ('ණ', 0.63188), ('ක', 0.654828), ('ඉ', 0.635067), ('ඟ', 0.658979), ('ඊ', 0.605868), ('ඹ', 0.631361), ('ථ', 0.610961), ('ඔ', 0.62202), ('ඵ', 0.608177), ('එ', 0.606382), ('ජ', 0.605829), ('ඖ', 0.59632), ('ඐ', 0.597473), ('බ', 0.60823), ('ධ', 0.58402), ('ඏ', 0.585886), ('ඕ', 0.572141), ('ර', 0.523947), ('ඣ', 0.553001), ('ඝ', 0.577086), ('ඪ', 0.533834), ('ශ', 0.543867), ('ද', 0.487429), ('ප', 0.555149), ('ඬ', 0.513184), ('ඓ', 0.465852), ('ස', 0.509095), ('ඍ', 0.486967), ('ඨ', 0.45084), ('ඡ', 0.419182), ('ය', 0.401684), ('ඎ', 0.282242), ('ෂ', 0.0)]
5: [('ඉ', 0.973624), ('අ', 0.941101), ('ත', 0.871529), ('භ', 0.840849), ('ඕ', 0.827735), ('ෆ', 0.797609), ('ඊ', 0.80417), ('ඳ', 0.820396), ('හ', 0.803884), ('ම', 0.792492), ('ක', 0.769666), ('ඤ', 0.781125), ('ප', 0.800329), ('න', 0.75855), ('ග', 0.755931), ('ඟ', 0.752567), ('ඝ', 0.775887), ('ඛ', 0.758973), ('ඹ', 0.739144), ('ඔ', 0.732658), ('ල', 0.738696), ('ඒ', 0.734204), ('ඏ', 0.730293), ('ස', 0.734019), ('ඈ', 0.713358), ('ඵ', 0.714783), ('ශ', 0.690951), ('ඇ', 0.700467), ('ළ', 0.685966), ('ආ', 0.683171), ('ද', 0.656989), ('ඞ', 0.673564), ('ජ', 0.682432), ('එ', 0.67781), ('ව', 0.646496), ('ච', 0.642186), ('බ', 0.639252), ('උ', 0.598678), ('ඩ', 0.5881), ('ර', 0.558683), ('ඡ', 0.557875), ('ථ', 0.551327), ('ඪ', 0.561867), ('ට', 0.535295), ('ය', 0.515867), ('ඬ', 0.524833), ('ණ', 0.449672), ('ෂ', 0.451726), ('ධ', 0.442938), ('ඨ', 0.397789), ('ඍ', 0.391559), ('ඐ', 0.375962), ('ඌ', 0.278779), ('ඣ', 0.28077), ('ඖ', 0.235156), ('ඓ', 0.006057), ('ඎ', 0.0)]
6: [('ඊ', 0.994865), ('ර', 0.880353), ('ම', 0.896829), ('ඵ', 0.897307), ('ඒ', 0.878572), ('ඔ', 0.8878), ('ඹ', 0.883801), ('එ', 0.874717), ('ජ', 0.868639), ('ඕ', 0.870529), ('ඛ', 0.854144), ('ට', 0.823639), ('ඞ', 0.835703), ('ථ', 0.830651), ('ච', 0.798766), ('ඪ', 0.806436), ('බ', 0.816184), ('ඩ', 0.797271), ('ව', 0.776563), ('ධ', 0.781595), ('ඡ', 0.784804), ('ඉ', 0.775587), ('ඨ', 0.752414), ('ළ', 0.762889), ('ල', 0.736467), ('අ', 0.768726), ('ය', 0.710935), ('ද', 0.722066), ('ග', 0.711856), ('ත', 0.700758), ('ඳ', 0.711056), ('ශ', 0.711441), ('ප', 0.707236), ('උ', 0.705168), ('ඬ', 0.679793), ('ඝ', 0.690979), ('භ', 0.6745), ('ස', 0.6664), ('හ', 0.642499), ('ඏ', 0.619607), ('ක', 0.620544), ('ණ', 0.583903), ('න', 0.576687), ('ඟ', 0.58668), ('ඈ', 0.56282), ('ඇ', 0.555632), ('ඤ', 0.532728), ('ඣ', 0.447682), ('ෆ', 0.377474), ('ආ', 0.394707), ('ඍ', 0.372487), ('ඖ', 0.34263), ('ෂ', 0.292046), ('ඐ', 0.220289), ('ඓ', 0.161042), ('ඌ', 0.102346), ('ඎ', 0.0)]
7: [('උ', 0.990779), ('ට', 0.91083), ('ල', 0.902241), ('ධ', 0.874287), ('ව', 0.874948), ('ඒ', 0.865997), ('ඈ', 0.867977), ('ඇ', 0.866399), ('ථ', 0.863812), ('ච', 0.855884), ('ළ', 0.821478), ('එ', 0.805059), ('ර', 0.783477), ('ඩ', 0.795497), ('ඞ', 0.79656), ('ඊ', 0.791156), ('ම', 0.792616), ('ඵ', 0.784852), ('ආ', 0.781451), ('ඨ', 0.755602), ('අ', 0.74772), ('ජ', 0.750029), ('ඪ', 0.725145), ('ඔ', 0.735607), ('ග', 0.721283), ('ඤ', 0.722198), ('ඹ', 0.720769), ('ඳ', 0.694351), ('ඛ', 0.689972), ('න', 0.676337), ('ඌ', 0.646092), ('ඣ', 0.661988), ('ඬ', 0.668318), ('බ', 0.657721), ('ණ', 0.639829), ('භ', 0.649721), ('ඕ', 0.63128), ('ද', 0.589493), ('ඖ', 0.602298), ('ඓ', 0.590641), ('හ', 0.602795), ('ත', 0.595645), ('ඟ', 0.591203), ('ය', 0.567865), ('ෆ', 0.549151), ('ඡ', 0.559861), ('ක', 0.563036), ('ඉ', 0.547219), ('ශ', 0.556362), ('ප', 0.50406), ('ඏ', 0.499342), ('ඝ', 0.503543), ('ඐ', 0.474577), ('ස', 0.433703), ('ඍ', 0.404835), ('ඎ', 0.238521), ('ෂ', 0.0)]
8: [('ඌ', 0.996644), ('ආ', 0.853305), ('ඤ', 0.830202), ('ඓ', 0.79292), ('ල', 0.762447), ('ඈ', 0.767326), ('ඐ', 0.799102), ('න', 0.778929), ('ඇ', 0.74463), ('ෆ', 0.72428), ('උ', 0.672047), ('ඣ', 0.676032), ('ග', 0.654975), ('ථ', 0.623156), ('ඖ', 0.634802), ('ණ', 0.622556), ('ත', 0.61551), ('භ', 0.613867), ('ඒ', 0.574071), ('ක', 0.61271), ('අ', 0.560444), ('හ', 0.575325), ('ට', 0.542326), ('ඟ', 0.568248), ('ඨ', 0.519781), ('ඎ', 0.560475), ('ධ', 0.520602), ('ඍ', 0.551695), ('ළ', 0.513466), ('ඵ', 0.503816), ('ඏ', 0.53929), ('ම', 0.511646), ('ජ', 0.511401), ('එ', 0.503439), ('ය', 0.512835), ('ඛ', 0.502584), ('ඞ', 0.491514), ('ශ', 0.513418), ('ර', 0.466818), ('ව', 0.468577), ('ඪ', 0.481211), ('ච', 0.462276), ('ඹ', 0.469133), ('ඩ', 0.459771), ('ඔ', 0.460635), ('බ', 0.452594), ('ඝ', 0.468592), ('ඊ', 0.40031), ('ඕ', 0.418057), ('ඳ', 0.382435), ('ඉ', 0.399574), ('ප', 0.432037), ('ස', 0.399352), ('ඬ', 0.332896), ('ඡ', 0.326749), ('ද', 0.112621), ('ෂ', 0.0)]
9: [('ඍ', 0.991841), ('ඎ', 0.947511), ('ඐ', 0.849132), ('ශ', 0.857662), ('ඏ', 0.854763), ('ස', 0.840185), ('ඖ', 0.865165), ('ණ', 0.849555), ('ඝ', 0.825595), ('ක', 0.789404), ('ඣ', 0.823276), ('බ', 0.808788), ('ප', 0.766885), ('ය', 0.746607), ('ත', 0.741196), ('ඛ', 0.773745), ('ඟ', 0.731388), ('ඹ', 0.748961), ('ඡ', 0.759596), ('ඔ', 0.720763), ('ඞ', 0.7131), ('හ', 0.697139), ('න', 0.689028), ('ඬ', 0.703285), ('ඕ', 0.692132), ('භ', 0.688699), ('ඪ', 0.704259), ('ග', 0.680092), ('ම', 0.689456), ('ඩ', 0.682206), ('ජ', 0.69908), ('ඓ', 0.66419), ('ඵ', 0.635391), ('ෂ', 0.621704), ('ළ', 0.630944), ('එ', 0.572235), ('ච', 0.556163), ('ව', 0.502364), ('ඨ', 0.500551), ('ර', 0.475399), ('ධ', 0.475982), ('ඊ', 0.428632), ('ඤ', 0.49113), ('ථ', 0.419285), ('ට', 0.412068), ('ඈ', 0.406797), ('ඉ', 0.383304), ('ඇ', 0.396604), ('ල', 0.356423), ('ඌ', 0.351582), ('ඒ', 0.299277), ('ආ', 0.30461), ('ෆ', 0.278786), ('උ', 0.224519), ('අ', 0.209098), ('ඳ', 0.158755), ('ද', 0.0)]
10: [('ඎ', 0.994993), ('ඍ', 0.940604), ('ඐ', 0.870906), ('ඖ', 0.885024), ('ඣ', 0.819418), ('ණ', 0.801751), ('ඓ', 0.768347), ('ඏ', 0.737601), ('ශ', 0.72538), ('ක', 0.680684), ('ස', 0.701429), ('ඝ', 0.689177), ('බ', 0.703037), ('ය', 0.646022), ('ඛ', 0.664315), ('ත', 0.631687), ('න', 0.633949), ('ප', 0.62857), ('ඡ', 0.633409), ('ඟ', 0.627964), ('ඹ', 0.620375), ('ඞ', 0.625133), ('ඪ', 0.60638), ('ඬ', 0.602858), ('ඩ', 0.604215), ('ඔ', 0.593671), ('හ', 0.588022), ('ග', 0.582928), ('භ', 0.582796), ('ම', 0.57252), ('ජ', 0.586668), ('ඕ', 0.538064), ('ඵ', 0.52308), ('ළ', 0.545366), ('ච', 0.492064), ('ඌ', 0.508357), ('ෂ', 0.486322), ('එ', 0.471444), ('ඨ', 0.470557), ('ව', 0.454096), ('ධ', 0.470739), ('ඤ', 0.501944), ('ර', 0.415449), ('ඈ', 0.438846), ('ට', 0.411746), ('ථ', 0.401008), ('ඇ', 0.430205), ('ඊ', 0.326541), ('ආ', 0.366473), ('ල', 0.34171), ('ෆ', 0.300068), ('ඉ', 0.268241), ('උ', 0.256986), ('ඒ', 0.240788), ('අ', 0.170342), ('ඳ', 0.152386), ('ද', 0.0)]
